tweet_id;conversation_id;created_at;author_id;text;source;in_reply_to_user_id;author_username;author_name;author_profile_image_url;retweet_count;reply_count;quote_count;like_count;url_expanded_url;url_images;url_title;url_description;referenced_type;referenced_tweet_id;referenced_text;referenced_created_at;refrerenced_retweet_count;refrerenced_reply_count;refrerenced_like_count;refrerenced_quote_count;refrerenced_source;referenced_url;referenced_author_id;referenced_author_username;referenced_author_name;referenced_author_description;referenced_author_created_at;referenced_author_verified;referenced_author_protected;referenced_author_url;referenced_author_location;referenced_author_profile_image_url;referenced_url_images;referenced_url_title;referenced_url_description;created_at_ymd_hms;timeperiod;cluster
1239779174241447936;1239779174241447936;2020-03-17T05:02:43.000Z;337883952;RT @MillJah: OK, eli 2 viikkoa ulkonaliikkumiskieltoa Ranskassa huomisesta klo 12 alkaen. Vesilaskut, kaasulaskut, sähkölaskut, pankkilaina…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;136;0;0;0;;;;;retweeted;1239633756761268224;"OK, eli 2 viikkoa ulkonaliikkumiskieltoa Ranskassa huomisesta klo 12 alkaen. Vesilaskut, kaasulaskut, sähkölaskut, pankkilainat jäädytetään, perustulo ja selviytyminen taataan. Nyt oli rankkaa settiä Ranskan presidentiltä.
#COVID19";2020-03-16T19:24:53.000Z;136;18;1220;8;Twitter Web App;NA;244873367;MillJah;Milja Kaunisto;"Writer equally passionate about history and sex. Composer, singer, world-saver. Pianist, organist, hedonist; mom, wife, human, far out, far away. Fin/Eng/Fra";2011-01-30T09:57:55.000Z;FALSE;FALSE;https://t.co/3JHs24Ck8Y;Aveyron, southern France;https://pbs.twimg.com/profile_images/1331946600172810240/2X3Z4T2V_normal.jpg;;;;2020-03-17T05:02:43Z;2;magenta
1239779236648562688;1239779236648562688;2020-03-17T05:02:58.000Z;337883952;RT @sampattij: @MillJah San Franciscon ohjeet tänään ja seuraavalle kolmelle viikolle https://t.co/lOm5oc8VsS;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;1;0;0;0;https://twitter.com/sampattij/status/1239762881328992256/photo/1;;;;retweeted;1239762881328992256;@MillJah San Franciscon ohjeet tänään ja seuraavalle kolmelle viikolle https://t.co/lOm5oc8VsS;2020-03-17T03:57:59.000Z;1;2;6;0;Twitter for iPhone;NA;579841154;sampattij;Sampatti Juhtanen;Scientists, Biker and Metalhead.;2012-05-14T12:41:16.000Z;FALSE;FALSE;NA;NA;https://pbs.twimg.com/profile_images/1098648637347778565/uOmzSCVs_normal.jpg;;;;2020-03-17T05:02:58Z;2;magenta
1239779593193689090;1239779593193689090;2020-03-17T05:04:23.000Z;337883952;RT @Huopainen: Ullatus. https://t.co/SadgCookeC;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;8;0;0;0;https://twitter.com/Huopainen/status/1239645252035719169/photo/1;;;;retweeted;1239645252035719169;Ullatus. https://t.co/SadgCookeC;2020-03-16T20:10:34.000Z;8;12;121;5;Twitter Web App;NA;337708461;Huopainen;Juhani Huopainen;"Derivatives, journalism, now politics. 
I saw the ERM crisis in nineties and know not to trust the talking heads. Hope I don't ever become one. 
Beep/bop/boop.";2011-07-18T13:19:10.000Z;FALSE;FALSE;NA;Helsinki;https://pbs.twimg.com/profile_images/1117849381623992320/i_NEkSq0_normal.png;;;;2020-03-17T05:04:23Z;2;magenta
1239779870332399616;1239779870332399616;2020-03-17T05:05:29.000Z;337883952;RT @keronen: Alusta asti oli selvää, että hallituksella ei ole oikein minkäänlaista tilannekuvaa koronasta. Toimenpiteitä tehtiin vasta, ku…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;3;0;0;0;;;;;retweeted;1239616882501734400;"Alusta asti oli selvää, että hallituksella ei ole oikein minkäänlaista tilannekuvaa koronasta. Toimenpiteitä tehtiin vasta, kun oli selvää, että homma on levinnyt käsiin. Hyvä, että kuitenkin toimittiin liian myöhään kuin ei milloinkaan.

#korona #koronafi https://t.co/ffcSgkRifJ";2020-03-16T18:17:50.000Z;3;7;74;1;Twitter Web App;NA;60696848;keronen;Jiri Keronen;"Kirjoitan politiikasta, yhteiskunnasta ja maailman mysteereistä.

Olen Perussuomalaisten valtuutettu Espoossa.";2009-07-27T20:12:55.000Z;FALSE;FALSE;https://t.co/9TaJPZHf3l;Finland;https://pbs.twimg.com/profile_images/1432994832289513472/lp4o16hm_normal.jpg;;;;2020-03-17T05:05:29Z;2;magenta
1239779918772424709;1239779918772424709;2020-03-17T05:05:41.000Z;337883952;"RT @PeterSweden7: BREAKING: EU CLOSING THEIR BORDERS

The whole of EU will be closing their borders said French President Macron.

""All tra…";Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;506;0;0;0;;;;;retweeted;1239643497214488576;"BREAKING: EU CLOSING THEIR BORDERS

The whole of EU will be closing their borders said French President Macron.

""All travel between non-European countries and the EU will be suspended""

EU is closing folks.

This is completely unprecedented.

WOW😮";2020-03-16T20:03:35.000Z;506;105;1232;47;Twitter for Android;NA;707231479047315456;PeterSweden7;PeterSweden;I'm Peter Imanuelsen | Swedish journalist | Political commentator | Supporter of freedom, kindness and liberty | Contact inquiries: See my website;2016-03-08T15:48:19.000Z;TRUE;FALSE;https://t.co/gqkocsNu9T;Møre og Romsdal, Norway;https://pbs.twimg.com/profile_images/1015648444621512705/kfCD-8KC_normal.jpg;;;;2020-03-17T05:05:41Z;2;magenta
1239779946417045506;1239779946417045506;2020-03-17T05:05:47.000Z;337883952;RT @pbyrokraatti: Hallitus teki neljässä päivässä äkkikäännöksen ja päätti laittaa Suomen kiinni – lähteet IS:lle: ”Väännettiin viimeiseen…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;10;0;0;0;;;;;retweeted;1239731370710138885;Hallitus teki neljässä päivässä äkkikäännöksen ja päätti laittaa Suomen kiinni – lähteet IS:lle: ”Väännettiin viimeiseen saakka” https://t.co/Z1ER1M5Aau;2020-03-17T01:52:46.000Z;10;19;91;4;Twitter for iPhone;NA;3081793421;pbyrokraatti;Päivän Byrokraatti;Yhteiskunnallinen ja poliittinen ajankohtais- ja satiiriblogi, joka kannattaa tervettä järkeä, yksilönvapauksia, sananvapautta, tasa-arvoa ja markkinataloutta.;2015-03-09T15:29:24.000Z;FALSE;FALSE;https://t.co/yz6tIk9iqS;NA;https://pbs.twimg.com/profile_images/574955679808516097/rQ0pImWc_normal.png;;;;2020-03-17T05:05:47Z;2;magenta
1239782216638619648;1239782216638619648;2020-03-17T05:14:49.000Z;337883952;RT @keijomedia: Henkisesti raskas päivä. Ihmisoikeuksien rajoittaminen sai minut itkemään. En ollut ainut. Performanssini teki vaikutuksen…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;9;0;0;0;;;;;retweeted;1239604310352289795;"Henkisesti raskas päivä. Ihmisoikeuksien rajoittaminen sai minut itkemään. En ollut ainut. Performanssini teki vaikutuksen kiukkuiseen Mariaan joka leppyi Keijo-sedälle. Kyselin sitten, mitä hänellä on mielen päällä.

Kuulemma al-Holin leirin naiset. 🧕🐪⛺️

#ihmisyysvelvoittaa";2020-03-16T17:27:52.000Z;9;3;219;0;Twitter Web App;NA;1181992845336551425;keijomedia;Keijo Kaarisade;"Poliisin mielestä laittoman hauska humoristi. Nauru seis! #naurunvastuu #sananvastuu

Pronominit: tämä/tuo/se

keijo.kaarisade@protonmail.com";2019-10-09T18:01:36.000Z;FALSE;FALSE;https://t.co/HpiopzxdlF;http://kaarisade.home.blog;https://pbs.twimg.com/profile_images/1185646938160545792/5GojCsZ1_normal.jpg;;;;2020-03-17T05:14:49Z;2;magenta
1239806251514630144;1239806251514630144;2020-03-17T06:50:19.000Z;337883952;#RajatKiinni #huumori #vitsit https://t.co/xkOcrgS5s8;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;1;0;0;1;https://twitter.com/WoodyW00dlegger/status/1239806251514630144/photo/1;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;2020-03-17T06:50:19Z;2;magenta
1239807390725419010;1239807390725419010;2020-03-17T06:54:51.000Z;337883952;"RT @Jrvinen_J: Meillähän piti olla hyvä valmius hoitaa kaikki potilaat? 

Nyt pitää jo priorisoida ketä hoidetaan. Onko tässä mahdollisesti…";Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;14;0;0;0;;;;;retweeted;1239799570864971776;"Meillähän piti olla hyvä valmius hoitaa kaikki potilaat? 

Nyt pitää jo priorisoida ketä hoidetaan. Onko tässä mahdollisesti tapahtunut ihmisarvon jakautuminen? https://t.co/afezSNtj8b";2020-03-17T06:23:46.000Z;14;9;79;0;Twitter Web App;NA;621655214;Jrvinen_J;Jussi Järvinen I Korso I Tiet & Sote kuntoon! ✝️;Politiikkaa harrastava yrittäjä Vantaan Korsosta. Keskusta Vantaa varapj.;2012-06-29T07:10:45.000Z;FALSE;FALSE;https://t.co/eRW8mUw2Gw;Vantaa;https://pbs.twimg.com/profile_images/1444732300919455760/1hi8I9jH_normal.jpg;;;;2020-03-17T06:54:51Z;2;magenta
1239807580328861696;1239807580328861696;2020-03-17T06:55:36.000Z;337883952;RT @pbyrokraatti: Expressen: Sairaanhoitajan hälyttävä kommentti Ruotsista – jo nyt joudutaan valitsemaan, kuka saa hoitoa https://t.co/ZYc…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;26;0;0;0;;;;;retweeted;1239800328989663233;Expressen: Sairaanhoitajan hälyttävä kommentti Ruotsista – jo nyt joudutaan valitsemaan, kuka saa hoitoa https://t.co/ZYcklGkTfK;2020-03-17T06:26:47.000Z;26;13;99;1;Twitter for iPhone;NA;3081793421;pbyrokraatti;Päivän Byrokraatti;Yhteiskunnallinen ja poliittinen ajankohtais- ja satiiriblogi, joka kannattaa tervettä järkeä, yksilönvapauksia, sananvapautta, tasa-arvoa ja markkinataloutta.;2015-03-09T15:29:24.000Z;FALSE;FALSE;https://t.co/yz6tIk9iqS;NA;https://pbs.twimg.com/profile_images/574955679808516097/rQ0pImWc_normal.png;;;;2020-03-17T06:55:36Z;2;magenta
1240874548595212288;1240874548595212288;2020-03-20T05:35:21.000Z;337883952;RT @MikaelJungner: Koronakriisin alussa STM kielsi THL:ää tiedottamasta itsenäisesti viruksen aiheuttamasta uhasta. Nyt STM kieltää sairaan…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;86;0;0;0;;;;;retweeted;1240674486313156610;Koronakriisin alussa STM kielsi THL:ää tiedottamasta itsenäisesti viruksen aiheuttamasta uhasta. Nyt STM kieltää sairaanhoitopiirejä kertomasta tehohoidossa olevien lukumäärää. Tuo kieltämisen linja ei toimi. Asiat nyt kuitenkin putkahtavat esiin, halusi STM sitä tai ei.;2020-03-19T16:20:22.000Z;86;70;1058;7;Twitter for iPhone;NA;27093184;MikaelJungner;Mikael Jungner;NA;2009-03-27T20:46:56.000Z;FALSE;FALSE;NA;Finland;https://pbs.twimg.com/profile_images/1330674451428552709/lqJSdyP-_normal.jpg;;;;2020-03-20T05:35:21Z;3;magenta
1240877617064140801;1240877617064140801;2020-03-20T05:47:32.000Z;337883952;RT @KauppalehtiFi: Korona toi markkinoille äkkiromahduksen, nyt pelätään pitkää ja vaikeasti korjattavaa kriisiä -”V-käyrän muotoinen elpym…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;1;0;0;0;;;;;retweeted;1240877183427624960;Korona toi markkinoille äkkiromahduksen, nyt pelätään pitkää ja vaikeasti korjattavaa kriisiä -”V-käyrän muotoinen elpyminen voitaneen jo unohtaa” https://t.co/ngMujAEEwm #sijoittaminen;2020-03-20T05:45:49.000Z;1;0;3;0;Kauppalehti;NA;34621907;KauppalehtiFi;Kauppalehti;Vaikka menestystä on monenlaista, kaava on aina sama. Tieto + Oivallus + Uskallus = Menestys. Kauppalehti on olemassa, jotta sinä menestyisit.;2009-04-23T14:14:11.000Z;FALSE;FALSE;https://t.co/PDXaaVzOwg;Helsinki, Finland;https://pbs.twimg.com/profile_images/1145586645955203073/uV8dfJIi_normal.jpg;;;;2020-03-20T05:47:32Z;3;magenta
1240877944102432769;1240877944102432769;2020-03-20T05:48:50.000Z;337883952;RT @WSJ: Take an early look at the front page of The Wall Street Journal https://t.co/e085vb7HvY https://t.co/5lb9SWvrsg;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;111;0;0;0;https://on.wsj.com/2QsvyzC¤https://twitter.com/WSJ/status/1240877005975027712/photo/1;;;;retweeted;1240877005975027712;Take an early look at the front page of The Wall Street Journal https://t.co/e085vb7HvY https://t.co/5lb9SWvrsg;2020-03-20T05:45:07.000Z;111;24;227;17;SocialFlow;NA;3108351;WSJ;The Wall Street Journal;Sign up for our newsletters and email alerts: https://t.co/WFU7oLKkip;2007-04-01T06:22:13.000Z;TRUE;FALSE;https://t.co/GhhR6PLfem;New York, NY;https://pbs.twimg.com/profile_images/971415515754266624/zCX0q9d5_normal.jpg;;;;2020-03-20T05:48:50Z;3;magenta
1240878572056821760;1240878572056821760;2020-03-20T05:51:20.000Z;337883952;RT @ClimateRealists: Terrifying footage inside Italy's crisis wards shows coronavirus patients unable to breathe as doctors warn their best…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;3;0;0;0;;;;;retweeted;1240876721588572160;Terrifying footage inside Italy's crisis wards shows coronavirus patients unable to breathe as doctors warn their best efforts are 'not enough' after fatalities soared 475 to 3,405 - the HIGHEST death toll in the world, even more than China https://t.co/h3HR7oJRV2 via @MailOnline https://t.co/PNRHSKOoHB;2020-03-20T05:43:59.000Z;3;2;4;0;Twitter for iPad;NA;26036200;ClimateRealists;Climate Realists;The Fingerprint of the Sun is all over Earths Climate.. IMHO The Effect of “Man Made” CO2 on the Earths Climate is immeasurable #WhatClimateEmergency;2009-03-23T16:41:54.000Z;FALSE;FALSE;https://t.co/KinRJzQPTQ;NA;https://pbs.twimg.com/profile_images/1111252831481331715/ozS5Gysx_normal.jpg;;;;2020-03-20T05:51:20Z;3;magenta
1240879635501649920;1240879635501649920;2020-03-20T05:55:34.000Z;337883952;RT @antiikkia: @hsfi Mitä helvetin tolloja THL:llän palkkalistoilla oikein on ? Ruåtsissa on tartunta ja epidemia professorin lausunnon muk…;Twitter for Android;NA;WoodyW00dlegger;V-P. Kortelainen;https://pbs.twimg.com/profile_images/1405094514692395012/a-x1M-Mx_normal.jpg;3;0;0;0;;;;;retweeted;1240709687651078144;@hsfi Mitä helvetin tolloja THL:llän palkkalistoilla oikein on ? Ruåtsissa on tartunta ja epidemia professorin lausunnon mukaan arviolta jopa 100,000 sairastunutta. Luukeeko THL jos ihminen jolla on lievemmät oireet levittävät virusta vähemmän kun he joilla on vakavammat oireet.;2020-03-19T18:40:15.000Z;3;6;67;0;Twitter Web App;NA;4819481356;antiikkia;pekka.valkeapaa ™;"Realist. I'm allergic to troll accounts. 
Realisti. Allerginen trolli tileille.
Realist. Allergisk mot trollkonton.";2016-01-16T22:16:12.000Z;FALSE;FALSE;NA;Tukholma, Ruotsi;https://pbs.twimg.com/profile_images/820233579246534656/3fDOYlCi_normal.jpg;;;;2020-03-20T05:55:34Z;3;magenta
